key,price,sales
2_32_2021,10.99,133.82437742498058
2_33_2021,10.99,97.2800516371045
2_34_2021,10.99,89.59815378801724
2_35_2021,10.99,95.21393898510696
2_36_2021,10.99,106.62188804230476
2_37_2021,10.99,93.79237816322477
2_38_2021,10.99,95.92886822643455
2_39_2021,10.99,94.14356718186816
2_40_2021,10.99,118.96618401374091
2_41_2021,10.99,138.2654162270804
2_42_2021,10.99,141.60765162385627
40_32_2021,27.44,90.21349694383196
40_33_2021,27.44,24.50255221654485
40_34_2021,27.44,69.49811466722517
40_35_2021,27.44,60.26630216405846
40_36_2021,27.44,106.27787069795446
40_37_2021,27.44,89.82164022361349
40_38_2021,27.44,93.86364889439334
40_39_2021,27.44,106.54522970638287
40_40_2021,27.44,154.3904545087475
40_41_2021,27.44,100.26705033277932
40_42_2021,27.44,113.38669891530108
40_43_2021,27.44,121.40048163891052
47_38_2021,118.38,12.331289338737967
47_39_2021,118.38,17.442495958683207
47_41_2021,118.38,7.003085332270787
47_42_2021,118.38,8.795384287144099
47_43_2021,118.38,6.292541658184513
58_32_2021,197.95,21.658517303466795
58_33_2021,197.95000000000007,25.454661159514362
58_34_2021,197.95000000000016,33.56573563254851
58_35_2021,197.95,22.2496069674321
58_36_2021,197.95,21.810541547139483
58_37_2021,197.95,22.179353991603517
58_38_2021,197.95000000000002,26.214739996578754
58_39_2021,197.95,18.89477837878733
58_40_2021,197.95,18.448035310109454
58_41_2021,197.95,21.407831993103027
58_42_2021,197.95,26.86967064749169
58_43_2021,197.95,24.05625143677687
69_32_2021,34.28,18.06535263143428
69_33_2021,34.28,12.100049549438735
69_34_2021,34.28,17.663913214556356
69_35_2021,34.28,16.150052183584066
69_36_2021,34.28,9.9617367169358
69_37_2021,34.28,13.597750809604085
69_38_2021,34.28,16.642230619807854
69_39_2021,34.28,9.990966259638734
69_40_2021,34.28,8.186381469607884
69_41_2021,34.28,9.963182860475497
69_42_2021,34.28,1.9983778946378623
69_43_2021,34.28,0.3068239273534556
75_32_2021,1131.0,0.5609912162361049
75_33_2021,1131.0,0.8514951873790602
75_34_2021,1131.0,1.1362793647848008
75_35_2021,1131.0,0.426080887021472
75_36_2021,1131.0,0.1090949021770136
75_37_2021,1131.0,0.3433027941783234
75_38_2021,1131.0,0.23570267448193902
75_39_2021,1131.0,3.2883177952445006
75_40_2021,1131.0,1.968882845763882
75_41_2021,1131.0,1.6047086230480843
75_42_2021,1131.0,6.038140684469328
75_43_2021,1131.0,0.5879657386603327
89_32_2021,64.0500000000001,12.256996747092437
89_33_2021,64.05000000000003,8.704364684714912
89_34_2021,64.05,10.388608866721436
89_35_2021,64.05,9.190170252074633
89_36_2021,64.05,7.958958506767873
89_37_2021,64.05,6.734354156465635
89_38_2021,64.05,4.276379919609501
89_39_2021,64.05,5.098266083358062
89_40_2021,64.05,5.262819809593357
89_41_2021,64.05,3.8358488689343293
89_42_2021,64.05,3.6424957095357526
89_43_2021,64.05,3.4608662941280754
97_32_2021,19.95,66.37214461703886
97_33_2021,19.95,42.17762804763865
97_34_2021,19.95,40.82213262617381
97_35_2021,19.95,51.493847343796816
97_36_2021,19.95,50.43345984686617
97_37_2021,19.95,61.37582463379964
97_38_2021,19.95,65.28310699252354
97_39_2021,19.95,38.865777004686336
97_40_2021,19.95,47.29524455739808
97_41_2021,19.95,46.10601651375446
97_42_2021,19.95,59.67519898000474
97_43_2021,19.95,43.721939655516856
33_32_2021,592.82,2.5354682554092287
33_34_2021,592.82,2.668263843688521
33_35_2021,592.82,4.704892588090819
33_36_2021,592.82,2.6666442918760516
33_37_2021,592.8200000000002,7.3686537292705285
33_38_2021,592.82,2.623238703282106
33_39_2021,592.82,4.965225310932401
33_40_2021,592.82,2.431825125394807
33_41_2021,592.82,2.5868237648688157
33_42_2021,592.82,2.215162414492813
33_43_2021,592.82,4.154944716140093
27_32_2021,247.84,5.876284108861415
27_33_2021,247.84,9.422010432301898
27_34_2021,247.84,9.870371277701738
27_35_2021,247.84,9.044436620036098
27_36_2021,247.84,9.917147686178566
27_37_2021,247.84,11.658237132037918
27_38_2021,247.84,17.759520577202217
27_39_2021,247.84,12.516322964540684
27_40_2021,247.84000000000015,10.96679930400474
27_41_2021,247.84,12.948740923925502
27_42_2021,247.84,13.084360755717135
27_43_2021,247.84000000000006,15.87255430451506
24_32_2021,69.99,12.2887682252672
24_33_2021,69.99,12.045301924938626
24_34_2021,69.99,13.652190183766681
24_35_2021,69.99,19.07194499113295
24_36_2021,69.99,26.65066977110924
24_37_2021,69.99,22.10712344924079
24_38_2021,69.99,19.572155541864944
24_39_2021,69.99,18.650769588428396
24_40_2021,69.99,18.630303494620122
24_41_2021,69.99,15.260991657994982
24_42_2021,69.99,14.965067342227234
24_43_2021,69.99,13.681343179003974
21_32_2021,1055.0,7.2326714181900025
21_33_2021,1055.0,3.1451281229314048
21_34_2021,1055.0,7.747401294708228
21_35_2021,1055.0,6.698585975964865
21_36_2021,1055.0,4.129909812609355
21_37_2021,1055.0,6.54691811973304
21_38_2021,1055.0,4.533705226564136
21_39_2021,1055.0,5.970318628946856
21_40_2021,1055.0,6.515951205889383
21_41_2021,1055.0,4.259148656526211
21_42_2021,1055.0,4.997245251337688
21_43_2021,1055.0,6.665098659196766
19_32_2021,1756.5100000000002,2.9696658401584175
19_35_2021,1756.51,5.030964122073985
19_36_2021,1756.5100366782353,8.087904263937556
19_37_2021,1756.5100297908286,6.753396187542238
19_38_2021,1756.51,4.34329185556022
19_39_2021,1756.51,4.186807807091953
19_40_2021,1756.51,4.314171921217522
19_41_2021,1756.51,4.485094893351704
19_42_2021,1756.51,3.4453966195565897
19_43_2021,1756.51,4.882154135740205
16_32_2021,49.77,42.29708792926398
16_33_2021,49.77,32.93445758900961
16_34_2021,49.77,44.93619540841327
16_35_2021,49.77,37.131122146911544
16_36_2021,49.77,33.74023362457276
16_37_2021,49.77000000000001,33.63737639932291
16_38_2021,49.77,34.43429330780029
16_39_2021,49.77,32.65288438580967
16_40_2021,49.77000000000001,33.38446399092367
16_41_2021,49.77,35.11614486650712
16_42_2021,49.77,32.23009791747846
16_43_2021,49.77,30.76822247472037
7_32_2021,128.55,8.114945451491872
7_33_2021,128.55,6.088641051711011
7_34_2021,128.55,8.823921263436581
7_35_2021,128.55,5.3571495084608864
7_41_2021,128.55,8.59174151511586
7_42_2021,128.55,6.942174815012147
7_43_2021,128.55,8.20709568547734
94_32_2021,222.6,11.470059593883379
94_33_2021,222.6,8.071017067163076
94_34_2021,222.6,5.049395013239681
94_35_2021,222.6,10.390202581879702
94_36_2021,222.6,6.819928453920727
94_37_2021,222.6,4.1599242454483925
94_38_2021,222.6,6.453634071004721
94_39_2021,222.6,7.51023393514312
94_40_2021,222.6,3.808047264685678
94_41_2021,222.6,3.5273749078376575
94_42_2021,222.6,2.993779808356975
94_43_2021,222.6,1.8193121985550524
59_32_2021,114.39,7.160789652717184
59_33_2021,114.39,6.939575464102507
59_34_2021,114.39000000000001,7.610869926483503
59_35_2021,114.39,8.569850958420362
59_36_2021,114.39,8.201958223900899
59_38_2021,114.39,7.082677459096064
59_40_2021,114.39,9.717506389810785
59_42_2021,114.39,10.8608806694237
59_43_2021,114.39,7.349317743028195
70_32_2021,148.91,7.470297048526286
70_33_2021,148.91,8.373731443786186
70_34_2021,148.91,8.911349911858128
70_35_2021,148.91,8.633970994482747
70_36_2021,148.91,6.726700250978141
70_37_2021,148.91,8.406117136041065
70_38_2021,148.91,8.185288607342965
70_39_2021,148.91,9.295033992830911
70_40_2021,148.91,9.099981666309784
70_41_2021,148.91,8.340532319768036
70_42_2021,148.91,8.604249201497563
70_43_2021,148.91,8.825855458849277
90_32_2021,489.99000000000024,6.898513939266254
90_33_2021,489.9900000000001,7.90187484650363
90_34_2021,489.99000000000007,10.294671330672506
90_35_2021,489.99,12.57768690455867
90_36_2021,489.99,10.30027620996469
90_37_2021,489.99000000000007,16.55972708565848
90_38_2021,489.99000000000007,10.21578247961401
90_39_2021,489.9900000000001,12.498668937377737
90_40_2021,489.99,7.878939782097228
90_41_2021,489.99,6.034323866227742
90_42_2021,489.99,6.100267680486043
90_43_2021,489.99,7.760526925949822
91_35_2021,472.42000000000013,4.984372996929121
91_36_2021,472.42,18.331141926639415
91_37_2021,472.42,15.757665823645526
91_38_2021,472.4200000000001,5.6280576581700945
91_39_2021,472.42,6.663848172734841
91_40_2021,472.42,8.415348460333261
91_41_2021,472.42,8.96463073205094
52_32_2021,185.63,12.772278954940433
52_33_2021,185.63,7.757072064669733
52_34_2021,185.63,9.527244827307138
52_35_2021,185.63,5.791315221560777
52_36_2021,185.63,7.438153006474737
52_37_2021,185.63,9.309920282215897
52_38_2021,185.63,5.701817576003018
52_39_2021,185.63,9.760685671311618
52_40_2021,185.63,6.128844604090007
52_41_2021,185.63,6.874461913865196
52_43_2021,185.63,6.907912678116169
11_32_2021,440.99,7.863440969027202
11_33_2021,440.99,4.520032250229578
11_34_2021,440.99,3.104623521953537
11_35_2021,440.99,3.342456183791668
11_36_2021,440.99,3.8352245913025484
11_37_2021,440.99,5.3479244304586055
11_38_2021,440.99,3.2403111602516175
11_39_2021,440.99,3.6482808098769635
11_40_2021,440.99000000000007,2.6751113744184805
11_41_2021,440.99,2.918328668604942
11_42_2021,440.99,3.122681562110901
11_43_2021,440.99,2.6839975358624506
43_32_2021,185.0,4.5125566154105385
43_33_2021,185.0,4.995984352373515
43_34_2021,185.0,4.970950597057068
43_35_2021,185.0,3.4253411322351166
43_36_2021,185.0,5.548944049957157
43_37_2021,185.0,6.261014776829744
43_38_2021,185.0,7.492701157900245
43_39_2021,185.0,5.3557780808092526
43_40_2021,185.0,6.389155933042753
43_41_2021,185.0,5.232119232487688
43_42_2021,185.0,5.339072862768379
43_43_2021,185.0,6.480646716736815
86_32_2021,48.5,33.70664567302116
86_33_2021,48.5,36.28295371348668
86_34_2021,48.5,33.62542957172233
86_35_2021,48.5,40.68925897959562
86_36_2021,48.5,35.67729347354591
86_37_2021,48.5,40.11163291373786
86_38_2021,48.5,39.92279559953709
86_39_2021,48.5,36.76653879762186
86_40_2021,48.5,34.17180861940034
86_41_2021,48.5,29.537436736380606
86_42_2021,48.5,24.530806681862508
86_43_2021,48.5,20.61671777423814
28_32_2021,92.0,9.104282400472696
28_33_2021,92.0,5.813058940886885
28_34_2021,92.0,6.289132166380814
28_35_2021,92.0,6.679789855452207
28_36_2021,92.0,4.114583622804108
28_37_2021,92.0,4.61863701240206
28_38_2021,92.0,4.492167136008375
28_39_2021,92.0,4.2482885758203786
28_40_2021,92.0,5.7664438513087966
28_41_2021,92.0,4.8933952048185745
28_42_2021,92.0,6.108159648516688
28_43_2021,92.0,5.315723515823578
64_32_2021,1117.53,1.281204848746979
64_34_2021,1117.53,1.8585318856090443
64_35_2021,1117.53,2.382852936240302
64_36_2021,1117.53,1.365546017153434
64_37_2021,1117.53,2.283115119589741
64_38_2021,1117.53,2.5115523576515346
64_39_2021,1117.53,2.96530852229142
64_40_2021,1117.53,2.8825427390868708
64_41_2021,1117.53,3.017838966015358
64_42_2021,1117.53,2.6743126782782687
64_43_2021,1117.53,3.217921933088558
82_32_2021,65.31,7.823617689475404
82_34_2021,65.31000000000004,8.439410078411921
82_35_2021,65.31,16.343787125879974
82_36_2021,65.31,19.317582986341087
82_37_2021,65.31,6.41852219920864
82_38_2021,65.31,12.430062547127255
82_39_2021,65.31,23.99282823472254
82_40_2021,65.31,17.124500946906785
82_41_2021,65.31,19.39647950969286
82_42_2021,65.31,28.646863782837027
82_43_2021,65.31,13.189817990541268
45_32_2021,306.29,6.154152062031631
45_33_2021,306.29,2.9037640739527633
45_34_2021,306.29,2.175500411481039
45_35_2021,306.29,3.1672280180453574
45_36_2021,306.29,6.269578731222917
45_37_2021,306.29,4.178759041964114
45_38_2021,306.29,3.2670015434503648
45_39_2021,306.29,4.8806595081871595
45_40_2021,306.29,3.7171823288258925
45_41_2021,306.2900000000001,4.032197440122209
45_42_2021,306.29,5.646081995039851
87_32_2021,549.5,4.113276924481369
87_33_2021,549.5,4.149511381616678
87_34_2021,549.5000000000002,4.95802742433155
87_35_2021,549.5,2.4571562299593253
87_36_2021,549.5,3.443041872491438
87_37_2021,549.5,3.588840924685555
87_38_2021,549.5,3.043542326340459
87_39_2021,549.5,2.2919465485155346
87_40_2021,549.5,2.9719187991615224
87_41_2021,549.5,2.675434550992069
87_42_2021,549.5,2.6594564373193315
29_32_2021,41.29,41.47666046142578
29_33_2021,41.29,40.78202824910482
29_34_2021,41.29,28.043536173502602
29_36_2021,41.29,35.96273198445638
29_38_2021,41.29,37.27343755086263
29_40_2021,41.29,28.29758407592773
29_42_2021,41.29,44.87703303019205
29_43_2021,41.29,45.32503387451172
57_32_2021,237.99,15.390510920812476
57_33_2021,237.99,17.897607716865057
57_34_2021,237.99,18.114433703221348
57_35_2021,237.99,16.738968650079986
57_36_2021,237.99000000000004,19.668648046330734
57_37_2021,237.99,19.632984193639086
57_38_2021,237.99,16.46611617037207
57_39_2021,237.99000000000007,15.74199708069588
57_40_2021,237.99,14.776937864626982
57_42_2021,237.99,15.120050131896319
1_32_2021,171.31,7.833171698100194
1_33_2021,171.31,8.91065914827931
1_34_2021,171.31,3.8556128596713335
1_35_2021,171.31,6.5139425748923605
1_36_2021,171.31,6.830256581449321
1_37_2021,171.31,3.737038553967511
1_38_2021,171.31,4.390386464409207
1_39_2021,171.31,6.770092228201886
1_40_2021,171.31000000000142,3.225578323282834
1_41_2021,171.31,6.54142113249925
1_42_2021,171.31,6.996544598292625
1_43_2021,171.31,7.720447107798682
76_35_2021,300.89,3.898353873869965
76_36_2021,300.89,4.441488684008277
76_37_2021,300.89,3.6542792415534007
76_38_2021,300.89,4.084497461301028
76_40_2021,300.89,3.548036580074844
76_41_2021,300.89,3.424906099573725
76_43_2021,300.89,5.2106409692744
3_32_2021,116.58,8.023991654334761
3_33_2021,116.58,6.598995601714069
3_34_2021,116.58,7.7268047767962775
3_35_2021,116.58,6.394271688233605
3_36_2021,116.58,5.9182576980283
3_37_2021,116.58,4.574016266840005
3_38_2021,116.58,3.115065296716373
3_39_2021,116.58,3.2580775083812137
3_40_2021,116.58,4.706204287208143
3_41_2021,116.58,3.5454897124164235
3_43_2021,116.58,3.8828176005678694
36_36_2021,964.54,1.6708275005944027
36_38_2021,964.5400000000001,1.6024316373374632
36_39_2021,964.54,2.5270731055819047
36_40_2021,964.54,1.492788956500805
36_41_2021,964.5400000000001,1.6347611720504234
36_42_2021,964.54,2.7783472211955336
36_43_2021,964.5400000000001,2.180533976469623
17_32_2021,245.34,2.596472549611478
17_33_2021,245.34,3.654789377192231
17_34_2021,245.34,2.930852665284874
17_35_2021,245.34,4.2445785482943315
17_36_2021,245.34,5.214948375960865
17_37_2021,245.34,0.7397323903694857
17_39_2021,245.34,1.5832334083732584
17_41_2021,245.34000000000003,7.605033054070151
17_43_2021,245.34,0.16898670712172487
95_32_2021,219.2,4.445569740741387
95_33_2021,219.2,2.5835238991715825
95_34_2021,219.2,5.640384484372477
95_35_2021,219.2,4.220866041220003
95_36_2021,219.2,4.229325824262628
95_37_2021,219.2,5.290436011845789
95_38_2021,219.2,4.0345714233737935
95_39_2021,219.2,6.481568194800925
95_40_2021,219.2,6.511777720982434
95_41_2021,219.2,3.3390256292699916
95_42_2021,219.2,5.720625584402303
95_43_2021,219.2,3.092000216488984
48_33_2021,67.88,21.940766542222768
48_38_2021,67.88,23.40111636691623
48_39_2021,67.88,32.609979180230035
77_32_2021,377.75,3.5488639597017735
77_33_2021,377.75,3.504299652050767
77_34_2021,377.75,2.2688613705475986
77_35_2021,377.75,14.015874960860538
77_36_2021,377.75,13.11881517159861
77_37_2021,377.75,7.41858235120273
77_38_2021,377.75,6.660378673439811
77_39_2021,377.75,7.122538520884062
77_40_2021,377.75,1.5319500589962092
77_41_2021,377.75,1.8710115460526635
77_42_2021,377.75,2.001619047806273
77_43_2021,377.75,3.188564850391771
85_32_2021,217.27,17.593786984916537
85_33_2021,217.27,17.28472233092081
85_34_2021,217.27,17.419786275427466
85_35_2021,217.27,20.01658437698411
85_36_2021,217.27000000000004,17.93389653967526
85_37_2021,217.27000000000004,18.86274203111967
85_38_2021,217.27,27.709771320364144
85_39_2021,217.27,22.927641498905487
85_40_2021,217.27,17.89533693657027
85_41_2021,217.27,16.207997760474836
85_42_2021,217.27,15.325132596475997
85_43_2021,217.27,15.315806854730894
41_32_2021,77.89,11.430593065544455
41_34_2021,77.89,8.448406761262778
41_36_2021,77.89,7.299998604045595
41_38_2021,77.89,10.535151812505124
41_39_2021,77.89,9.94290295494345
41_41_2021,77.89,11.889307985910824
41_42_2021,77.89,11.618762378885165
41_43_2021,77.89,12.25063740147271
74_32_2021,413.78,3.8293017920656007
74_33_2021,413.78,2.2724574206825996
74_34_2021,413.78,2.341314730488493
74_35_2021,413.78,4.432803420578826
74_36_2021,413.78,3.8662055596069145
74_38_2021,413.78,2.929274087050256
74_39_2021,413.78,4.674603553070186
74_40_2021,413.78000000000003,2.5745634645297413
74_41_2021,413.78,1.841024543634884
74_42_2021,413.78000000000003,2.907256799959646
74_43_2021,413.78,2.442750378405254
23_32_2021,266.26,4.150825203594983
23_35_2021,266.26,2.8561100019504364
23_37_2021,266.26,3.8229442372609195
23_38_2021,266.26,4.2971623739693445
23_39_2021,266.26,3.743541268509128
23_41_2021,266.26,4.768278065174179
23_42_2021,266.26,5.08985213170782
23_43_2021,266.26,4.372200494478775
93_33_2021,155.0,6.577693865030875
93_35_2021,155.00000000000003,8.292951729884715
93_36_2021,155.0,16.30451615215053
93_37_2021,155.0,10.498479961267075
93_39_2021,155.0,7.782349002651962
93_40_2021,155.0,8.419073647427378
93_41_2021,155.0,10.365576519147885
93_42_2021,155.0,6.28229077733665
93_43_2021,155.0,9.255715884128708
55_32_2021,68.1,29.84732017065211
55_33_2021,68.1,44.58366814975753
55_34_2021,68.1,25.60112009174496
55_35_2021,68.1,30.515230625719582
55_36_2021,68.1,52.55870813029829
55_37_2021,68.10000000000008,32.22849442925884
55_38_2021,68.1,25.383147530515956
55_39_2021,68.1,18.726609438760526
55_40_2021,68.1,21.641737763481036
55_41_2021,68.1,12.010912149644021
55_42_2021,68.1,11.387360541130166
55_43_2021,68.1,16.649000952746732
68_38_2021,86.8,21.30767694094949
68_40_2021,86.8,18.747238479584013
68_41_2021,86.8,25.03780727280859
54_32_2021,865.0,4.356522766207623
54_33_2021,865.0,2.60289568104644
54_34_2021,865.0000000000001,5.284291511641609
54_35_2021,865.0,4.5784446144100155
54_36_2021,865.0,3.8436276997450634
54_37_2021,865.0000000000001,5.093015828651697
54_38_2021,865.0,2.9713381989772145
54_39_2021,865.0,3.8296575005829463
54_40_2021,865.0,4.3992721600002715
54_41_2021,865.0,3.104118930498758
54_42_2021,865.0,9.936382708543025
54_43_2021,865.0,9.14906089146932
63_32_2021,152.42,4.620402896783375
63_33_2021,152.42,4.011278175895535
63_34_2021,152.42,2.673051708568762
63_35_2021,152.42,0.014881813021112064
63_36_2021,152.42,3.118722750093622
63_37_2021,152.42,25.025350700778446
63_38_2021,152.42,2.2705702452873204
63_39_2021,152.42,0.6526713204001651
63_40_2021,152.42,1.3391300603705938
63_41_2021,152.42,0.251002834074827
63_42_2021,152.42,0.6202981416041539
63_43_2021,152.42,0.23030379406699633
73_32_2021,196.78,14.613520266658268
73_33_2021,196.78,13.159279827389708
73_34_2021,196.78,17.122975676579294
73_35_2021,196.78,11.33465882229023
73_36_2021,196.78,15.467835468817535
73_37_2021,196.78,16.84349524409003
73_38_2021,196.78,16.71746382046221
73_39_2021,196.78,25.369308596608757
73_40_2021,196.78,14.458880418174537
73_41_2021,196.7800000000001,6.046463915129159
73_42_2021,196.78,15.571872848204121
73_43_2021,196.78,25.932230661896874
13_32_2021,18.95,48.595426513256676
13_33_2021,18.95,28.362817754421105
13_34_2021,18.95,34.3442619043467
13_35_2021,18.95,29.75176094522282
13_36_2021,18.95,27.65575911126169
13_37_2021,18.95,52.046313884501544
13_38_2021,18.95,130.64812074310922
13_39_2021,18.95,39.36350407295487
13_40_2021,18.95,38.93726302477778
13_41_2021,18.95,31.60867735466989
13_42_2021,18.95,32.509127997573536
13_43_2021,18.95,35.71971915939228
5_32_2021,119.0,4.419782332554901
5_33_2021,119.0,5.346822133608507
5_34_2021,119.0,2.1361874483512966
5_35_2021,119.0,4.210959573783066
5_36_2021,119.0,3.6647239348187757
5_37_2021,119.0,15.01287768599562
5_38_2021,119.0,3.876786209381378
5_39_2021,119.0,4.079046458330825
5_40_2021,119.0,6.804616898650179
5_41_2021,119.0,5.04736024328155
5_42_2021,119.0,4.2719296029894664
5_43_2021,119.0,6.691958831236405
6_32_2021,132.5,6.847630955633439
6_33_2021,132.5,7.362831779488742
6_34_2021,132.5,6.392348776580885
6_35_2021,132.5,5.729484758768575
6_36_2021,132.5,7.198179217608045
6_37_2021,132.5,9.146527007860518
6_39_2021,132.5,4.303021939691845
6_40_2021,132.5,5.599139276082664
6_42_2021,132.5,7.201736977277182
6_43_2021,132.5,5.0947110954006485
39_33_2021,215.0,4.164224360669231
39_35_2021,215.0,4.237063344256084
39_37_2021,215.0,4.54270787232717
39_40_2021,215.0,3.8832099420625195
39_43_2021,215.0,13.819643732957632
42_36_2021,294.39,4.011406758581756
42_38_2021,294.39,2.9284273870786035
42_39_2021,294.39,4.800171546128223
42_40_2021,294.39000000000124,2.1190261236823225
42_41_2021,294.39,2.77340940301589
42_42_2021,294.39,3.186372740199621
42_43_2021,294.39,2.858621876193002
44_32_2021,249.04,12.099626063194416
44_33_2021,249.04,11.518637676793407
44_34_2021,249.04,21.39587155033068
44_35_2021,249.04,14.787672200224469
44_37_2021,249.04,35.2253650063373
44_38_2021,249.04000000000002,20.9088375532807
44_39_2021,249.04,24.249977676106415
44_40_2021,249.04,18.801851020833922
44_41_2021,249.04000000000013,19.6520348396669
44_42_2021,249.04000000000002,27.893932210749355
15_32_2021,775.0,2.694038850734299
15_33_2021,775.0,2.679256142193014
15_34_2021,775.0000000000001,1.9510862104802316
15_35_2021,775.0,1.9411980589535955
15_37_2021,775.0,1.5458873557388877
15_38_2021,775.0,2.8704341212342204
15_40_2021,775.0,2.156568836941655
15_42_2021,775.0,2.1159110136236956
15_43_2021,775.0,2.1183844340412428
78_32_2021,216.99,2.9611031896072646
78_33_2021,216.99,3.676834264363361
78_34_2021,216.99,3.4284374632397188
78_35_2021,216.99,4.204612413335729
78_36_2021,216.99,5.2917701407030275
78_37_2021,216.99,3.5233845485617645
78_38_2021,216.99,2.3491155645803907
78_39_2021,216.99,1.60845008589572
78_40_2021,216.99,3.001154388384257
78_41_2021,216.99,3.6060856896235007
78_42_2021,216.99000000000035,4.479752261197107
78_43_2021,216.99,4.773898082613302
20_36_2021,1286.88,3.6989268835385647
20_37_2021,1286.88,1.701265513896792
20_38_2021,1286.88,4.801972269212703
20_39_2021,1286.88,3.764026064649253
20_41_2021,1286.88,1.2981838393206957
20_43_2021,1286.88,2.2813393878905455
65_35_2021,884.58,0.871015725081476
65_37_2021,884.58,1.846456255069396
65_38_2021,884.5800000000002,1.7143437550451597
65_39_2021,884.58,1.2289237908411095
65_40_2021,884.58,1.1046804956912475
65_41_2021,884.58,1.3418865389534067
65_42_2021,884.58,2.6400418604183953
65_43_2021,884.58,4.10749723494723
30_32_2021,211.0,0.56446919657155
30_33_2021,211.0,0.25897561635967276
30_34_2021,211.0,3.9644700340282535
30_36_2021,211.0,3.0099219068050007
30_38_2021,211.0,3.711800240698635
30_39_2021,211.0,3.072515040970641
30_41_2021,211.0,1.9697177941198594
30_42_2021,211.0,1.980346380430391
35_34_2021,453.25000000000006,5.062073788886971
35_35_2021,453.25,8.97699667123374
35_36_2021,453.25,7.228860362479459
35_37_2021,453.25,2.4917679217783757
35_38_2021,453.25,2.2230406309951887
35_39_2021,453.25,4.384171167509277
35_41_2021,453.25000000000006,3.8452742884034152
35_43_2021,453.25,6.170133379647504
25_32_2021,332.0,3.033334155082702
25_43_2021,332.0,6.297097612999721
4_36_2021,282.88,5.262820582054585
4_38_2021,282.88,5.172666368781138
4_39_2021,282.88,3.813657266716918
4_41_2021,282.88,3.5865087834966487
4_42_2021,282.88,4.9929169352048115
4_43_2021,282.88,9.646145539608245
60_32_2021,32.81,19.074671986897787
60_33_2021,32.81,20.164409561157232
60_34_2021,32.81,20.647938079833985
60_35_2021,32.81,23.08516227722168
60_36_2021,32.81,16.967802352905277
60_37_2021,32.81,14.468147964477543
60_38_2021,32.81,25.659318084716798
60_39_2021,32.81,25.031796951293945
60_40_2021,32.81,28.50052406311035
60_41_2021,32.81,18.462297744750977
60_42_2021,32.81,34.160012232462556
60_43_2021,32.81,31.70479092915853
9_32_2021,168.00022139801467,133.5305053534331
9_39_2021,168.0,30.31629408852029
9_41_2021,168.0,20.18756856617345
9_43_2021,168.00000000000003,19.813114433994308
67_32_2021,172.49000000000004,16.09034263530301
67_33_2021,172.49,15.215648938327355
67_34_2021,172.49249922872124,38.62871612595451
67_35_2021,172.4927189209943,43.18397265417311
67_36_2021,172.49,6.9272216235690545
67_37_2021,172.49,2.8190425267102617
67_38_2021,172.49,2.638078598191492
67_39_2021,172.49,21.27997420548333
67_40_2021,172.49000000000015,20.95554370121374
67_41_2021,172.49,4.55535995995545
67_42_2021,172.49,9.566634059312607
